,0,1,2,3,4
7129,3724,kkx.net,211.99.98.93,CN,134763
7143,3498,cena.com.cn,39.107.50.8,CN,37963
7144,3497,17house.com,117.122.240.38,CN,4808
7169,3377,miwifi.com,111.202.0.64,CN,4808
7196,6612,ceping.com,124.250.100.136,CN,56048
7211,6323,geekbang.org,39.106.233.176,CN,37963
7212,6322,xoyo.com,124.70.164.43,CN,55990
7214,6112,znj.com,106.14.162.165,CN,37963
7215,6111,wangchao.net.cn,121.5.44.182,CN,45090
7238,5656,stackoom.com,118.31.174.222,CN,37963
7250,5518,wondershare.net,203.130.48.149,CN,54994
7264,5119,sf024.com,49.234.11.43,CN,45090
7265,5118,diandongzhi.com,47.92.104.189,CN,37963
7269,5037,xinpianchang.com,113.31.111.111,CN,4811
7273,5034,135editor.com,47.98.222.212,CN,37963
7276,5014,diyiziti.com,120.77.65.147,CN,37963
7301,3710,imiker.com,120.78.124.72,CN,37963
7305,3707,wolai.com,47.102.223.39,CN,37963
7312,3606,jianshu.io,47.92.108.93,CN,37963
7315,3603,dsers.com,203.107.44.133,CN,37963
7316,3602,wuyou.net,117.25.130.178,CN,133775
7336,3368,dxy.cn,112.124.103.79,CN,37963
7342,3344,antpedia.com,202.85.223.178,CN,45064
7359,3322,dfcfw.com,61.152.229.228,CN,4812
7388,1692,idongde.com,139.9.203.175,CN,55990
7393,1478,cmbchina.com,218.18.98.4,CN,134774
7408,1375,pigai.org,45.113.201.79,CN,137697
7411,1373,afdian.net,140.143.16.174,CN,45090
7415,1371,jjwxc.net,116.255.234.237,CN,4837
7423,846,pinduoduo.com,150.158.224.195,CN,45090
7430,838,sina.cn,112.90.6.155,CN,136958
7432,836,zhiye.com,59.110.1.56,CN,37963
7439,600,2345.com,139.196.82.176,CN,37963
7449,315,yiyouliao.com,59.111.105.199,CN,45062
7453,311,cctv.com,39.107.241.57,CN,37963
7454,310,eastday.com,61.129.65.18,CN,4811
7461,73,aliyun.com,106.11.248.144,CN,37963
7463,71,cnblogs.com,121.40.43.188,CN,37963
7469,63,1688.com,140.205.174.2,CN,37963
7470,62,iqiyi.com,111.206.13.63,CN,4808
7500,3804,lanqiao.cn,121.40.227.60,CN,37963
7531,4795,11467.com,221.6.167.18,CN,4837
7539,4788,51pptmoban.com,125.39.239.139,CN,4837
7590,2261,ename.net,36.248.216.143,CN,4837
7625,2046,cqhot.cn,61.188.37.244,CN,38283
7627,2045,alibaba-inc.com,121.0.17.65,CN,37963
7644,1959,uuu9.com,47.95.225.127,CN,37963
7651,1898,hotjob.cn,120.55.28.241,CN,37963
7654,1895,51dongshi.com,1.15.247.171,CN,45090
7670,6682,xnxsx.cn,121.37.24.139,CN,55990
7672,6681,soshoulu.com,59.110.226.248,CN,37963
7678,6399,cgmodel.com,203.107.45.167,CN,37963
7681,6396,xkwo.com,61.160.207.43,CN,4134
7682,6395,weimob.com,212.64.63.139,CN,45090
7683,6393,hsbianma.com,101.133.161.166,CN,37963
7685,6390,chukou1.cn,203.107.44.133,CN,37963
7701,5540,digitaling.com,43.254.106.90,CN,4812
7704,5537,seasunwbl.com,120.92.176.251,CN,4811
7709,5531,cio360.net,115.182.21.64,CN,4847
7730,5168,dgtle.com,134.175.159.35,CN,45090
7737,5162,soammer.com,111.67.194.10,CN,4808
7738,5161,repanso.com,8.140.122.21,CN,37963
7739,5160,iyiou.com,47.104.92.218,CN,37963
7746,5101,qpic.cn,58.60.9.47,CN,4134
7758,4527,zhifang.com,203.107.44.133,CN,37963
7760,4525,tukuppt.com,139.196.115.151,CN,37963
7782,1736,che168.com,124.250.79.6,CN,56048
7784,1734,ccb.com,111.205.126.142,CN,4808
7794,1728,acwing.com,203.107.84.123,CN,37963
7799,1593,awaliwa.com,121.12.125.44,CN,4134
7805,1588,znds.com,114.215.191.157,CN,37963
7844,1091,extfans.com,120.26.75.70,CN,37963
7845,1090,china.com,182.40.18.75,CN,58540
7853,1082,huatu.com,123.56.220.129,CN,37963
7856,868,126.com,123.126.96.181,CN,4808
7861,863,gamersky.com,124.236.95.25,CN,134760
7873,415,biligame.com,212.64.117.140,CN,45090
7877,410,52pojie.cn,140.207.188.224,CN,140979
7881,406,shimo.im,39.97.115.119,CN,37963
7882,405,51job.com,58.215.111.12,CN,23650
7903,115,xiaohongshu.com,49.234.160.100,CN,45090
7906,112,ali213.net,122.96.255.211,CN,4837
7908,110,smzdm.com,106.75.126.245,CN,9808
7915,57,sohu.com,123.125.116.28,CN,4808
7918,54,alipay.com,110.75.139.5,CN,37963
7920,52,tmall.com,140.205.130.99,CN,37963
7922,50,douban.com,49.233.242.15,CN,45090
7925,47,hao123.com,110.242.69.86,CN,4837
7946,3752,lanzouo.com,121.41.56.139,CN,37963
7967,3700,yjwujian.cn,42.186.122.69,CN,45062
8010,3338,educoder.net,121.40.10.136,CN,37963
8014,4863,amobbs.com,183.60.130.22,CN,4134
8038,2081,maimai.cn,106.75.23.100,CN,9808
8063,1904,21food.cn,124.160.158.151,CN,4837
8069,1901,hbtv.com.cn,47.110.172.106,CN,37963
8102,6870,51hei.com,121.42.186.174,CN,37963
8114,6652,chongbuluo.com,47.110.173.133,CN,37963
8131,6194,baidu-int.com,39.156.68.35,CN,9808
8144,5893,wjx.top,175.6.29.226,CN,63835
8172,5025,xkw.com,47.110.190.212,CN,37963
8173,5024,sgamer.com,124.71.60.206,CN,55990
8186,4985,yidianzixun.com,124.243.238.72,CN,23724
8232,3440,lingxing.com,106.55.218.9,CN,45090
8261,4239,kdslife.com,106.14.236.64,CN,37963
8282,2992,miui.com,123.125.102.188,CN,4808
8291,2986,ldmnq.com,47.100.253.95,CN,37963
8309,2712,superlib.net,42.62.107.198,CN,23724
8310,2711,jiwu.com,140.207.188.119,CN,140979
8316,2482,xitek.com,58.211.18.163,CN,140292
8359,3325,eggvod.cn,106.75.250.189,CN,4812
8367,3288,mydown.com,119.3.245.74,CN,55990
8369,3286,dota2.com.cn,221.228.74.247,CN,138950
8401,2466,infinitynewtab.com,8.141.165.98,CN,37963
8456,7078,uupoop.com,47.97.61.20,CN,37963
8481,5930,bohaishibei.com,221.4.186.187,CN,17816
8511,5373,southcn.com,42.194.227.144,CN,45090
8528,5203,dongao.com,212.64.63.130,CN,45090
8541,5005,cedexis-test.com,103.243.254.42,CN,4811
8580,1154,maigoo.com,120.25.160.202,CN,37963
8589,879,cri.cn,47.94.81.17,CN,37963
8596,873,ximalaya.com,180.153.255.122,CN,4812
8600,869,socialmediagirls.com,103.56.16.112,CN,132883
8602,798,chiphell.com,157.255.26.193,CN,136958
8605,793,wjx.cn,175.6.29.229,CN,63835
8607,791,17173.com,58.87.97.186,CN,45090
8650,139,hupu.com,114.55.187.22,CN,37963
8651,138,alibaba.com,203.119.215.82,CN,37963
8654,135,zol.com.cn,110.43.213.6,CN,23724
8659,45,aliexpress.com,106.11.208.2,CN,37963
8672,31,jd.com,111.13.149.108,CN,9808
8674,22,163.com,123.58.180.7,CN,45062
8676,20,taobao.com,140.205.94.189,CN,37963
8679,17,csdn.net,39.106.226.142,CN,37963
8685,7,qq.com,58.250.137.36,CN,135061
8693,1775,huanqiu.com,1.13.12.49,CN,45090
8700,1770,luogu.com.cn,203.107.45.167,CN,37963
8716,486,dianping.com,203.76.217.2,CN,63619
8735,327,doc88.com,120.52.152.52,CN,133119
8737,324,aliexpress.us,59.82.29.146,CN,37963
8741,319,zoukankan.com,59.110.53.1,CN,37963
8746,171,douyin.com,122.14.229.128,CN,23724
8751,165,runoob.com,203.107.44.133,CN,37963
8755,160,ifeng.com,82.156.59.186,CN,45090
8760,100,jianshu.com,47.92.108.93,CN,37963
8772,89,360.cn,123.6.48.25,CN,4837
8774,28,sina.com.cn,49.7.37.133,CN,23724
8775,27,weibo.com,123.125.106.158,CN,4808
8782,12,zhihu.com,103.41.167.234,CN,134760
8784,4,bilibili.com,139.159.241.37,CN,55990
8785,3,baidu.com,39.156.66.10,CN,9808
