,0,1,2,3,4
445938,28390,17luru.com,47.104.59.13,CN,37963
445945,26618,shuzilm.cn,203.107.44.133,CN,37963
445971,25105,gree.com,116.6.118.180,CN,4809
445974,25100,glodonedu.com,60.205.108.68,CN,37963
445979,25097,ghzq.com.cn,117.141.132.11,CN,9808
446086,17649,53shop.com,157.255.26.91,CN,136958
446130,15666,stockstar.com,212.129.158.120,CN,45090
446134,14615,apple886.com,222.73.135.143,CN,4812
446137,14613,ajihuo.com,101.37.37.141,CN,37963
446140,14610,9eip.com,61.136.166.100,CN,4134
446141,14606,66rpg.com,120.55.137.58,CN,37963
446142,14605,5utours.com,47.112.208.168,CN,37963
446151,14124,mercedes-benz.com.cn,116.213.154.200,CN,4808
446159,13533,mcar.vip,157.255.26.92,CN,136958
446164,13527,xiaobaipan.com,114.67.104.184,CN,4812
446181,13194,getui.com,115.236.20.203,CN,58461
446203,11221,y444.cn,106.15.38.181,CN,37963
446204,11220,xnknkj.cn,121.37.24.139,CN,55990
446205,11219,xmsoushu.com,119.29.37.86,CN,45090
446206,11218,xitongxz.net,219.129.239.54,CN,4134
446207,11217,xinhuaxmt.com,47.95.172.218,CN,37963
446211,11215,wotianna.com,211.149.236.123,CN,38283
446214,9174,jiakaobaodian.com,47.110.249.164,CN,37963
446216,9170,55188.com,118.195.155.224,CN,45090
446236,7593,csgo.com.cn,221.228.74.247,CN,138950
446237,7592,worktile.com,114.215.194.52,CN,37963
446241,7589,233.com,203.107.44.133,CN,37963
446252,7179,googlesyndication-cn.com,114.250.66.34,CN,4808
446254,7177,veer.com,59.110.244.59,CN,37963
446264,7166,aigei.com,139.129.112.11,CN,37963
446280,6058,mockplus.cn,121.40.151.193,CN,37963
446313,4399,dm5.com,101.69.161.104,CN,4837
446328,4337,21ic.com,182.92.121.124,CN,37963
446342,2514,doczj.com,81.70.85.118,CN,45090
446349,2511,tool.lu,8.136.83.38,CN,37963
446358,2352,blizzard.cn,42.186.125.120,CN,45062
446359,2351,zhixue.com,203.107.36.37,CN,37963
446486,345293,nbtvu.net.cn,218.71.137.134,CN,4134
446585,343632,educpu.com,139.224.45.120,CN,37963
446682,341832,ttmn.com,47.92.4.170,CN,37963
446774,339032,jlr360.com,152.136.196.98,CN,45090
446980,333501,zezeshe.com,124.221.159.6,CN,45090
447006,333122,xiaomayi.net,47.109.51.250,CN,37963
447111,329368,manhuatai.com,114.55.152.2,CN,37963
447118,329366,chenzhipeng.com,47.92.166.79,CN,37963
447200,326532,kdlink.net,218.78.110.193,CN,4811
447317,321817,sznecn.com,119.147.152.34,CN,4134
447334,321586,wangzhan0551.com,106.13.104.73,CN,38365
447336,321585,artiegarden.cn,47.93.209.244,CN,37963
447406,319086,zongshenmotor.com,121.201.2.163,CN,38372
447598,314031,wrenchina.com,117.50.119.157,CN,9808
447731,311972,mylx.cn,112.117.211.121,CN,134765
447881,307681,yzxyq.cn,60.205.34.55,CN,37963
447913,307407,konami.cc,211.149.150.107,CN,38283
447919,307406,cpppc.org,14.116.179.92,CN,4134
448030,305859,jabp.com,47.110.86.120,CN,37963
448182,303662,0951job.com,120.26.108.186,CN,37963
448191,303508,lkong.net,125.124.137.103,CN,58461
448195,303506,ctgf163.com,112.124.112.30,CN,37963
448281,302392,8531.cn,60.190.240.200,CN,4134
448298,302269,ketangx.net,8.131.77.207,CN,37963
448313,302085,appchina.com,103.231.68.62,CN,56282
448409,299869,shouqu.me,123.56.226.103,CN,37963
448491,296560,autoahk.com,115.28.76.33,CN,37963
448575,295583,5ajob.com,112.125.123.28,CN,37963
448653,294276,xnzyzlmw.cn,122.14.195.146,CN,56048
448815,292359,newssc.net,182.131.18.88,CN,38283
448902,291086,jobuy.com,218.90.198.9,CN,4134
448998,290307,cut35.com,122.114.185.242,CN,4837
449073,289672,bieyige.com,222.77.179.161,CN,133774
449109,289340,darryring.com,210.5.14.181,CN,10212
449164,287848,ckg48.com,101.71.63.233,CN,4837
449241,286639,61916.com,203.107.45.167,CN,37963
449304,285265,hdpower.com.cn,58.51.99.200,CN,4134
449373,283916,zhengxing.com.cn,182.92.215.195,CN,37963
449392,283849,sqfls.com,114.215.150.75,CN,37963
449576,278213,vue5.com,8.129.124.224,CN,37963
449666,277529,neigae.ac.cn,159.226.123.11,CN,7497
449734,275947,tcomba.com,180.76.152.83,CN,38365
449775,274993,1r1g.cn,175.178.179.124,CN,45090
449930,270101,dconline.net.cn,120.196.120.116,CN,9808
449935,270097,shumikj.com,122.114.81.250,CN,4837
449997,268804,miaoke.cn,47.96.223.39,CN,37963
450199,264867,jiahuifuer.com,182.151.10.19,CN,38283
450201,264866,mr-rong.com,114.215.86.105,CN,37963
450207,264638,cangqiang.com.cn,47.107.121.50,CN,37963
450307,260938,egainnews.com,203.107.45.167,CN,37963
450309,260751,caclp.com,120.26.91.91,CN,37963
450318,260746,buydeem.com,39.107.88.132,CN,37963
450493,256404,handu.com,140.207.177.207,CN,140979
450502,256235,jishentang.com,114.55.168.14,CN,37963
450506,256234,bxbio.com,210.16.188.101,CN,4811
450514,255344,2018.cn,124.236.24.208,CN,134760
450645,253568,yeelight.com,180.76.174.20,CN,38365
450770,250578,jinrihandan.com,39.97.185.233,CN,37963
450779,250575,piyao.org.cn,103.66.32.110,CN,4611
450791,250365,yfp2p.net,118.25.94.113,CN,45090
450827,445001,huierya.com,122.14.194.221,CN,56048
450876,442367,csdn.com,39.106.226.142,CN,37963
451092,343310,ezkt.cn,122.114.89.52,CN,4837
451372,336531,sang-ma.com,47.111.208.129,CN,37963
451495,333763,tooling.fun,47.110.59.228,CN,37963
451641,331323,chinabov.com.cn,122.114.45.5,CN,4837
451659,330971,bjfsd.cn,139.129.158.8,CN,37963
451702,330194,3dsishu.com,39.99.180.188,CN,37963
451721,330073,appchizi.com,220.181.136.170,CN,23724
451725,328273,vehiclerc.com,27.221.126.233,CN,4837
451770,327747,jahwa.com.cn,114.141.182.168,CN,45061
451790,326497,jinweimaipian.com,183.232.77.167,CN,56040
452021,163162,nidecdl.com,223.100.197.58,CN,56044
452108,159478,feimajy.com,47.106.182.2,CN,37963
452181,156551,jiaolong.cn,101.34.59.40,CN,45090
452219,155994,fochot.com,43.143.95.75,CN,45090
452268,155013,crewcn.com,121.52.232.194,CN,4837
452368,150880,mzdbdx.cn,60.205.126.206,CN,37963
452383,150680,jiguang.cn,139.9.134.142,CN,55990
452421,146730,chanet.com.cn,118.31.46.137,CN,37963
452536,144493,bjtitle.com,114.67.240.250,CN,4808
452587,143623,sjrc.com.cn,123.56.102.136,CN,37963
452805,439538,zzsdesign.com,121.42.118.234,CN,37963
452970,35814,youmi.net,119.3.186.15,CN,55990
453044,29750,acgbox.link,118.107.180.216,CN,55933
453049,23254,zndxcj.com,120.76.133.189,CN,37963
453055,23248,zhizhen.com,42.62.107.229,CN,23724
453056,23247,zhijiaow.com,39.106.0.243,CN,37963
453057,23245,zgzjzj.net,39.97.96.41,CN,37963
453058,23243,yyyip.cn,47.117.123.159,CN,37963
453143,19482,kuaikanmanhua.com,118.89.214.103,CN,45090
453218,13885,office26.com,218.28.225.145,CN,4837
453219,13883,hunt007.com,61.143.225.12,CN,4134
453260,11184,moulem.com,115.28.138.143,CN,37963
453261,11183,maoyan.com,81.70.60.75,CN,45090
453263,11181,jxdown.com,221.234.42.21,CN,4134
453264,11179,jschina.com.cn,61.155.0.5,CN,4134
453266,11177,jcrb.com,223.202.67.34,CN,59029
453299,7219,midanxiazai.com,110.42.1.120,CN,136188
453300,7217,kx7y.com,103.144.240.63,CN,38186
453304,7211,smutr.com,103.200.31.172,CN,55933
453311,6839,1905.com,118.145.26.112,CN,17964
453328,6433,geenmedical.com,39.107.56.123,CN,37963
453338,5807,zhe2.com,183.136.232.145,CN,136190
453385,3440,lingxing.com,106.55.218.9,CN,45090
453407,3190,zbwg.cc,8.129.91.134,CN,37963
453410,3189,xmnn.cn,203.107.44.133,CN,37963
453413,3187,39.net,211.99.98.81,CN,134763
453436,2955,photoint.net,43.242.204.42,CN,134771
453439,2466,infinitynewtab.com,8.141.165.98,CN,37963
453456,2310,mihoyo.com,139.224.19.81,CN,37963
453547,435654,huoting.com,47.112.141.74,CN,37963
453548,435653,huoche.com,114.215.206.200,CN,37963
453699,431622,gznykx.org.cn,116.63.142.85,CN,58519
453783,428638,simphoenix.com.cn,220.231.216.125,CN,134774
453826,427423,lyrcw.com,220.162.163.14,CN,4134
453856,427107,3treesgroup.com,47.106.167.73,CN,37963
453940,424502,flashdown365.com,47.98.41.194,CN,37963
453998,422867,checkoo.com,112.74.205.167,CN,37963
454147,128123,yuexinyeli.com,121.42.69.113,CN,37963
454427,121525,vsigo.cn,61.155.7.42,CN,137702
454647,117641,suninf.net,139.198.167.69,CN,59078
454668,406668,52huixz.com,36.27.212.72,CN,136190
454877,402722,zjdfc.com,60.190.96.237,CN,4134
454947,401250,bus365.com,203.107.45.167,CN,37963
455133,397090,best73.com,124.248.67.126,CN,58461
455196,394868,cdurl.cn,111.13.49.164,CN,9808
455370,391364,520yjw.com,47.96.183.32,CN,37963
455378,391361,guangzhiguo.com,47.107.239.225,CN,37963
455395,391313,outdoors.com.cn,14.29.116.215,CN,4134
455464,390708,jnsmpy.com,121.42.116.67,CN,37963
455467,390707,krcom.cn,183.232.23.198,CN,56040
455632,387252,fxw.la,39.99.255.86,CN,37963
455858,383529,scyzm.net,123.56.88.186,CN,37963
455899,382297,qingzhan.com,120.27.248.72,CN,37963
456044,379000,ixxin.cn,118.25.97.233,CN,45090
456099,378627,bidizhaobiao.com,47.98.145.138,CN,37963
456212,374294,tianapi.com,203.107.44.133,CN,37963
456221,373552,krerp.com,47.98.57.52,CN,37963
456231,373548,yoopay.cn,139.196.146.84,CN,37963
456311,371060,yunyou.top,211.149.251.65,CN,38283
456319,371057,we54.com,39.105.89.106,CN,37963
456439,369889,yiqiwh.com,120.78.8.46,CN,37963
456459,369466,tmhtour.com,116.62.59.44,CN,37963
456523,367675,fitdays.cn,47.106.233.152,CN,37963
456582,366950,cti-cert.com,203.107.45.167,CN,37963
456589,366947,syds.org,223.4.210.134,CN,37963
456622,366387,fabit.cn,119.147.152.34,CN,4134
456776,365069,nyhdchw.com,139.129.172.71,CN,37963
456798,364856,chinakingho.com,114.116.244.57,CN,55990
456818,364386,sz800.com,218.16.123.235,CN,4134
456823,364342,vpsdawanjia.com,106.14.5.148,CN,37963
456874,363451,lonsun.cn,61.191.61.187,CN,4134
457021,362786,yimiaotui.com,47.103.80.111,CN,37963
457039,362703,djyule.com,119.29.150.205,CN,45090
457241,358399,dfyytsg.com,221.231.3.46,CN,4134
457262,357484,szydl.com,120.24.90.183,CN,37963
457424,353355,sitongzixun.com,120.53.132.243,CN,45090
457439,351829,mitech-ndt.com,101.201.210.93,CN,37963
457444,351827,sdxoxo13.com,103.56.16.112,CN,132883
457488,350896,soft7788.com,43.226.38.210,CN,134762
457738,265143,jyttgg.com,139.129.186.196,CN,37963
457847,262513,shzpin.com,42.192.220.253,CN,45090
457860,261303,lingyuok.net,120.55.69.10,CN,37963
457863,261302,forevernine.com,134.175.235.87,CN,45090
457867,261300,likuso.com,123.60.42.126,CN,55990
457892,260910,downzz.com,122.228.208.2,CN,134771
457940,260080,jsrcjt.cn,36.138.117.41,CN,56046
458042,253492,xahengyuanzn.com,121.42.110.118,CN,37963
458088,252174,shuashuakan.com,111.180.201.17,CN,4134
458149,250411,9666.cn,219.153.12.111,CN,134420
458182,249997,changtu.com,58.240.74.83,CN,4837
458185,249996,rcees.ac.cn,159.226.240.66,CN,7497
458198,249908,dzsm.com,218.6.155.52,CN,4134
458223,249835,thinkpro.vn,103.211.220.26,CN,4837
458397,342636,liaoningwriter.org.cn,218.24.76.42,CN,4837
458399,342635,netwin.cn,203.107.46.4,CN,37963
458428,342365,yejs.com.cn,123.57.89.53,CN,37963
458530,339375,xuzhoujob.com,203.107.45.167,CN,37963
458559,338456,xsops.cn,119.23.58.80,CN,37963
458781,331082,humanwell.com.cn,123.57.58.137,CN,37963
458789,331079,sm160.com,103.39.220.208,CN,4816
458990,325970,ccct.org.cn,124.205.48.11,CN,4808
459266,318445,porteasy.cn,121.41.103.107,CN,37963
459389,398419,seeed.cc,113.96.179.213,CN,4134
459514,394145,visenai.com,47.92.152.149,CN,37963
459562,393295,mizuno.com.cn,47.101.171.107,CN,37963
459592,393084,cxhulu.com,47.106.173.50,CN,37963
459703,390335,xkb1.com,82.156.13.91,CN,45090
459746,390096,guideco.cn,124.173.127.243,CN,134764
459749,390095,cippe.com.cn,117.34.13.10,CN,4835
459778,389811,1982.com.cn,112.124.48.242,CN,37963
459826,389185,bjszyx.cn,39.105.45.35,CN,37963
459962,386486,dsjyw.net,202.198.133.182,CN,4538
460088,383755,jinruansoft.com,112.124.98.188,CN,37963
460105,383569,kunlun.com,140.143.217.143,CN,45090
460106,383568,hanshanschool.com,120.133.5.31,CN,56048
460134,383245,szbbs.org,223.75.161.3,CN,9808
460189,382191,gujian.cn,47.100.39.248,CN,37963
460239,381605,haoka88.com,106.75.184.173,CN,58466
460344,184471,puercn.com,43.228.79.71,CN,134765
460430,180987,mashangfangxin.cn,140.205.134.63,CN,37963
460447,180817,huangshantrade.com,112.29.133.193,CN,9808
460465,180715,haodiana.cn,106.75.61.219,CN,9808
460470,180550,hcml.net,221.231.140.153,CN,137702
460615,175787,zuimoban.com,122.114.219.218,CN,4837
460616,175787,kyrie9.com,43.246.114.182,CN,40676
460635,175454,winshang.com,119.23.236.101,CN,37963
460764,171206,macrotellect.com,117.50.104.118,CN,9808
460801,170122,ihuafei.com,139.224.62.250,CN,37963
460820,169021,aiimg.com,180.97.80.194,CN,140292
460832,167760,zzyfdc.com,120.78.127.7,CN,37963
460913,165171,nandu.com,203.107.45.167,CN,37963
461262,154479,jiudingpaint.com,122.114.204.80,CN,4837
461335,152318,iqilun.com,101.34.184.237,CN,45090
461498,147355,dahuap2p.com,223.6.252.231,CN,37963
461694,144470,hzairport.com,39.98.187.81,CN,37963
461738,141333,dqzd.com,122.14.225.74,CN,23724
461753,141114,haibao.cn,123.103.90.90,CN,4808
461779,140947,bearrental.com,106.52.220.12,CN,45090
461822,443121,qr61.cn,47.98.191.16,CN,37963
461867,438226,ninebot.com,134.175.75.151,CN,45090
461890,437880,rayjoy.com,62.234.91.94,CN,45090
461954,344381,oilcn.com,113.31.113.30,CN,4811
462064,343294,erya100.com,42.62.125.107,CN,23724
462105,342432,sdcyx.com,203.107.45.167,CN,37963
462108,342431,ipgoal.com,60.247.153.189,CN,38283
462240,339625,szsunpa.com,121.42.110.136,CN,37963
462266,338007,ynsugar.com,116.55.251.188,CN,134765
462468,332161,daojishiqi.com,211.149.182.128,CN,38283
462631,328232,airmx.cn,82.157.56.105,CN,45090
462723,326064,50bang.org,180.101.190.124,CN,138950
462739,325938,gtm-a5b3.com,140.205.41.62,CN,37963
462905,323098,jntimes.cn,218.2.106.74,CN,4134
462910,323096,sjwj.com,14.17.69.164,CN,4134
462990,321583,sdswrj.cn,122.114.141.95,CN,4837
463048,320236,03k.org,101.33.209.169,CN,45090
463064,320002,56888.net,47.110.185.84,CN,37963
463077,319837,hebeichengxin.com,120.133.60.61,CN,4808
463305,317121,zsincer.com,42.240.134.39,CN,58466
463321,316556,eptok.com,218.17.225.87,CN,4134
463359,315485,datanew.com,47.97.170.230,CN,37963
463400,314652,ftlscm.com,222.186.57.7,CN,4134
463469,313638,cbastats.com,47.104.239.82,CN,37963
463481,313567,tmuyun.com,203.107.45.167,CN,37963
463485,313565,ynlndx.com,150.138.79.146,CN,137690
463601,310569,gamefy.cn,120.132.37.46,CN,4808
463642,310244,rhino3d.com.cn,47.103.143.212,CN,37963
463643,310243,gopojie.com,49.233.207.70,CN,45090
463723,309464,kydpost.com,123.207.18.75,CN,45090
463817,308616,womanhospital.cn,183.129.174.84,CN,4134
463845,305249,598198.com,103.27.7.11,CN,9808
463970,304002,laiketui.com,203.107.45.167,CN,37963
464054,301482,chf163.com,112.124.112.30,CN,37963
464129,300695,norco.cn,47.115.124.203,CN,37963
464178,300332,qiaotz.com,39.96.186.136,CN,37963
464257,298922,yzfcw.com,110.249.176.134,CN,4837
464351,297620,yiqibao.com,47.98.46.138,CN,37963
464482,295699,ld0766.com,8.134.93.0,CN,37963
464510,295475,hebeiza.com,112.126.68.179,CN,37963
464566,294940,yuhouspring.com,49.233.32.124,CN,45090
464568,294939,dreamlavie.com,47.103.5.63,CN,37963
464571,294938,zhucefx.cn,101.132.245.45,CN,37963
464581,294934,lsyzhyws.cn,122.14.195.146,CN,56048
464591,294520,duoku.com,180.76.174.103,CN,38365
464696,291877,oceanshine.com,120.24.191.9,CN,37963
464731,291609,yynet.cn,117.74.137.245,CN,4812
464895,286883,hljrsks.org.cn,60.219.211.85,CN,4837
465052,285076,threadit.cn,122.114.181.58,CN,4837
465175,283506,homeinns.com,116.228.218.2,CN,4812
465205,283284,gezizm.com,152.136.112.150,CN,45090
465219,283130,youhaotediping.com,121.42.110.72,CN,37963
465235,282495,bhrc.cn,125.39.239.129,CN,4837
465267,281803,chnjk.com,118.31.115.219,CN,37963
465493,272965,51jobcdn.com,61.129.48.160,CN,4812
465496,272962,ennea.cn,193.112.247.180,CN,45090
465799,262659,prssweld.com,121.42.105.33,CN,37963
465802,262658,zusun.com,116.62.247.214,CN,37963
465830,262159,tientai.com.cn,47.96.116.25,CN,37963
465839,261620,sczw.com,47.106.78.147,CN,37963
465842,261619,cwca.org.cn,202.85.209.71,CN,4808
465869,261207,iwanshang.cn,124.71.106.190,CN,55990
466023,257824,cctaa.cn,118.144.83.135,CN,17964
466041,257644,center.taiyouxi.cn,47.110.226.129,CN,37963
466161,254188,gutx.com,124.251.47.136,CN,9308
466195,250583,yovole.net,101.226.164.245,CN,4812
466198,250582,ssjlkfyy.cn,122.114.223.209,CN,4837
466201,250581,shangxue.com,39.103.235.147,CN,37963
466204,250580,cdvis666.com,42.194.213.130,CN,45090
466214,250498,flytexpress.com,61.145.112.8,CN,4134
466340,442037,findzd.com,115.29.66.113,CN,37963
466394,347404,hljys.cn,218.7.110.15,CN,4837
466472,246429,motherboardexpress.com,103.123.162.135,CN,136800
466477,246116,jsrun.net,122.112.185.224,CN,55990
466493,245846,gz.com,61.145.122.243,CN,4134
466495,245845,gangu365.cn,120.27.5.102,CN,37963
466523,244564,sbn.com.cn,218.4.51.108,CN,4134
466533,244380,ibreader.com,39.106.204.92,CN,37963
466652,238871,yntff.cn,39.96.62.228,CN,37963
466705,236926,qijiajh.com,221.231.138.31,CN,137702
466707,236925,wn51.com,180.150.186.132,CN,4808
466760,236078,sunac.com.cn,111.207.171.219,CN,4808
466833,234717,huwo.xyz,121.4.156.52,CN,45090
466893,233829,77yxx.com,49.232.190.98,CN,45090
466995,231947,sxcm.net,222.180.59.50,CN,4134
467017,230845,yagjgs.com,123.57.2.40,CN,37963
467071,227340,roshamboy.com,47.97.50.184,CN,37963
467306,223154,skcoo.cn,122.114.40.228,CN,4837
467385,221769,hnagroup.com,219.143.207.157,CN,4847
467410,221339,58food.com,117.25.149.183,CN,133775
467414,221337,seedinfo.cn,125.211.197.122,CN,4837
467458,220835,sdpssmg.org,47.105.101.194,CN,37963
467617,218882,ccfund.com.cn,61.144.219.213,CN,4134
467631,218700,uggsoutlet.ca,43.246.114.133,CN,40676
467674,216426,mba.org.cn,123.57.4.229,CN,37963
467684,216359,quanbixuetang.com,123.56.149.195,CN,37963
467995,209831,xzgedu.com,203.107.45.167,CN,37963
467998,209830,xiyouzhaoci.com,112.74.163.98,CN,37963
467999,209829,x-port.com.cn,42.192.176.216,CN,45090
468026,209769,st8887.com,58.63.245.173,CN,4134
468118,207081,gameres.com,218.244.145.180,CN,37963
468120,207080,hrcygs.cn,103.82.52.23,CN,136160
468195,204903,niaoyun.com,103.45.134.212,CN,63612
468203,204899,carschina.com,103.44.236.239,CN,4816
468207,204898,chemm.cn,106.13.182.28,CN,38365
468267,307114,appsdt.com,221.122.73.62,CN,4808
468385,303591,whxghd.com,60.205.44.215,CN,37963
468512,185244,sunsirs.com,222.73.8.59,CN,4812
468581,182414,ziyouziti.com,81.68.167.227,CN,45090
468595,182284,yohobuy.com,140.143.50.98,CN,45090
468597,182283,hrbtv.net,112.103.157.194,CN,137691
468599,182282,digitalhostingportal.com,218.98.81.1,CN,34549
468646,181960,rdcvw.com,49.234.104.24,CN,45090
468723,181368,shopin.net,39.97.157.112,CN,37963
468830,177892,chinabuye.com,39.108.233.123,CN,37963
468980,174175,esce.cn,183.131.22.226,CN,58461
469000,173931,rmlt.com.cn,49.232.226.228,CN,45090
469027,173589,emeer.net,121.43.151.83,CN,37963
469120,171821,metalnews.cn,124.232.133.96,CN,63835
469147,171502,zhgps.com,45.253.65.25,CN,23650
469292,168262,ule.com,36.110.230.138,CN,23724
469311,167731,eastsoo.com,61.160.195.145,CN,4134
469346,166392,socang.com,119.37.194.123,CN,4134
469347,166391,sn-material.com,101.36.181.240,CN,56048
469351,166388,fyxqxx.com,218.23.27.2,CN,4134
469400,165125,91084.com,42.236.91.100,CN,4837
469403,165124,koudai.com,49.233.116.215,CN,45090
469503,159481,novaicare.com,120.26.77.142,CN,37963
469579,157969,cscatv.net,58.20.47.38,CN,4837
469589,157680,71t.com,103.193.192.150,CN,139007
469645,156118,sensor4you.com,112.124.25.198,CN,37963
469664,155785,ienglish.cn,203.107.44.133,CN,37963
469729,150507,51cxsoft.com,94.191.4.125,CN,45090
469869,145267,ynhr.com,220.163.124.178,CN,4134
469922,140530,szjyw.com,120.77.252.96,CN,37963
470169,37325,40gw.com,115.28.235.37,CN,37963
470177,37319,3kan.cn,106.54.71.140,CN,45090
470179,37318,3gifs.com,211.149.207.127,CN,38283
470184,36667,javatiku.cn,47.108.201.31,CN,37963
470187,36664,hwcha.com,101.35.191.70,CN,45090
470188,36663,huahuahua.net,119.23.56.25,CN,37963
470191,36661,gzhttp.com,203.107.45.167,CN,37963
470193,36660,gupaoedu.cn,8.129.76.55,CN,37963
470206,36232,xiazaiziti.com,47.96.105.55,CN,37963
470246,33273,cgown.com,47.107.29.141,CN,37963
470251,33269,alichaxun.com,47.101.176.100,CN,37963
470252,33268,feizan.com,121.199.60.1,CN,37963
470330,29261,tsq360.com,39.98.155.194,CN,37963
470331,29260,transfans.com.cn,60.205.95.159,CN,37963
470332,29258,topys.cn,8.135.111.226,CN,37963
470367,27981,zymreal.com,139.224.117.60,CN,37963
470371,27243,ilife.cn,8.135.18.247,CN,37963
470372,27242,house365.com,119.3.116.219,CN,55990
470375,27240,fwxgx.com,47.95.68.46,CN,37963
470377,27238,chinaventure.com.cn,49.4.52.35,CN,55990
470382,27235,67tool.com,175.178.98.46,CN,45090
470428,24459,maxmara.cn,81.69.152.15,CN,45090
470432,24455,huiyankan.com,39.97.98.219,CN,37963
470486,22806,bokee.com,106.14.24.89,CN,37963
470526,20017,photops.com,36.27.212.72,CN,136190
470558,17483,hepou.com,120.24.58.139,CN,37963
470561,17479,codeprj.com,121.196.12.170,CN,37963
470562,17476,bjpowernode.com,47.104.28.237,CN,37963
470638,14194,shoumashequ.com,8.142.158.87,CN,37963
470659,11784,pchouse.com.cn,183.61.120.237,CN,4134
470672,10886,thinkphp.cn,140.207.177.207,CN,140979
470675,10880,iqilu.com,119.164.219.5,CN,4837
470676,10879,gxnews.com.cn,219.159.81.138,CN,4134
470677,10878,gng92.com,121.40.54.198,CN,37963
470691,9139,qunzou.com,120.76.177.76,CN,37963
470713,8657,delib2b.com,47.111.82.48,CN,37963
470723,8135,okooo.com,211.151.108.43,CN,56048
470738,7567,startcomca.net,101.198.193.12,CN,55992
470748,4211,expreview.com,120.24.62.120,CN,37963
470758,4204,coding.net,81.69.167.241,CN,45090
470778,3710,imiker.com,120.78.124.72,CN,37963
470782,3707,wolai.com,47.102.223.39,CN,37963
470787,3103,downkr.com,59.57.13.164,CN,133776
470806,2857,yni84.com,121.40.54.198,CN,37963
470812,2854,chuangkit.com,123.56.77.79,CN,37963
470836,2019,pudn.com,47.95.123.126,CN,37963
470875,442148,gdxa.cn,120.79.206.153,CN,37963
470908,441243,livecourse.com,120.55.144.100,CN,37963
471066,246238,pybmv.com,101.200.150.215,CN,37963
471098,245932,hobovar.cn,139.196.36.216,CN,37963
471105,245930,meiyoucloud.com,106.15.74.102,CN,37963
471181,243931,ticket.com.tw,118.184.78.78,CN,58879
471187,243578,feiyu-tech.cn,120.25.236.77,CN,37963
471204,243404,gdyccl.cn,39.98.51.183,CN,37963
471250,242041,en.raiing.com,139.219.103.21,CN,58593
471270,241239,av6333720.tv,103.70.224.4,CN,132325
471302,240768,gahotx.cn,49.235.81.45,CN,45090
471388,232614,scczcec.com,116.63.166.52,CN,58519
471394,232612,piaoliang.com,59.57.14.106,CN,4134
471424,232384,aliyunidaas.com,116.62.113.249,CN,37963
471576,229094,bdxtbz.com,139.129.176.130,CN,37963
471729,226961,listen.net.cn,122.114.0.33,CN,4837
471730,226961,track123.com,106.55.218.9,CN,45090
471812,224739,dj.net,113.207.38.115,CN,4837
471888,221375,zgyscp.com,121.37.213.189,CN,55990
471916,220920,ppter8.com,39.100.246.16,CN,37963
471951,219714,tanfire.com,14.17.76.132,CN,4134
471960,219711,locoso.com,116.228.55.177,CN,4812
472009,219446,corp-email.com,112.65.253.168,CN,138421
472085,217525,admin122.com,120.27.47.21,CN,37963
472467,208016,kewei123.com,121.40.127.57,CN,37963
472562,206244,chigosway.com,121.42.146.158,CN,37963
472742,195574,chuguo.cn,47.100.214.195,CN,37963
472751,195328,jinywl.com,211.149.160.79,CN,38283
472894,188753,igimu.com,152.136.107.110,CN,45090
472902,188750,xjbs.com.cn,220.171.93.179,CN,4134
473023,184170,vtradex.net,47.96.89.39,CN,37963
473041,183899,networkbench.com,123.103.75.13,CN,4808
473052,183893,meiyan.com,121.36.17.7,CN,55990
473147,180530,ccagov.com.cn,111.203.33.114,CN,4808
473203,179565,zubon.com.cn,121.199.14.13,CN,37963
473215,179482,yzmg.com,47.97.96.208,CN,37963
473274,178707,tb3.cn,103.8.221.242,CN,137697
473294,368214,vkphone.net,47.108.115.168,CN,37963
473304,368210,xuelg.com,203.107.45.167,CN,37963
473316,368025,careyourhrtsoftware.com,39.108.121.105,CN,37963
473414,365818,toolla.com,121.199.35.73,CN,37963
473426,365811,anyo88.com,114.132.64.209,CN,45090
473448,365673,ekangw.net,103.47.83.186,CN,134765
473476,364478,yijirecovery.com,182.92.61.53,CN,37963
473620,361667,yongyao.net,121.12.116.215,CN,4134
473663,361251,qlgame.net,139.217.23.54,CN,58593
473776,359511,filtoapp.com,47.93.241.169,CN,37963
473778,359383,fanqie365.cn,101.133.134.80,CN,37963
473784,359379,sxcc.com.cn,218.26.2.224,CN,4837
473865,357417,0512007.net,60.205.44.135,CN,37963
473869,357414,transer-cn.com,39.107.229.7,CN,37963
474065,353657,demohour.com,182.92.109.205,CN,37963
474082,353542,hirays.com,119.23.184.179,CN,37963
474104,353351,circletac.com,219.133.59.237,CN,4134
474238,350010,158cnc.com,121.199.8.87,CN,37963
474240,349222,chinaname.cn,114.111.0.54,CN,134768
474272,348910,shchunpu.com,106.13.141.105,CN,38365
474303,348415,yuhengshengwu.com,47.98.157.230,CN,37963
474413,440768,xjflcp.com,61.128.122.142,CN,137695
474425,437380,dzjo.cn,121.42.14.216,CN,37963
474486,436097,astronergy.com,118.31.4.221,CN,37963
474611,264464,vpimg2.com,14.119.64.132,CN,4134
474669,262283,ciming.com,101.200.190.88,CN,37963
474704,261933,youni.im,218.98.13.97,CN,140717
474706,261932,youcloud.com,120.55.170.209,CN,37963
474726,261769,tongtech.com,123.57.89.59,CN,37963
474733,261495,pdfdo.com,49.234.97.152,CN,45090
